timezone,temp,humidity,description
2025-02-25 17:57:56,2.76,100,mist
2025-02-25 18:31:30,2.76,100,mist
2025-02-25 18:47:31,2.76,100,mist
2025-02-25 18:57:37,2.76,100,mist
2025-02-25 19:17:30,0.58,80,clear sky
2025-02-25 19:27:22,1.76,100,mist
2025-02-25 19:38:26,1.76,100,mist
2025-02-25 19:48:30,1.76,100,mist
2025-02-25 19:58:30,1.76,100,mist
2025-02-25 20:25:37,-0.24,100,mist
2025-02-25 20:38:53,-0.24,100,mist
2025-02-25 20:49:09,-0.24,100,mist
2025-02-25 20:59:15,-0.24,100,mist
2025-02-25 21:22:21,-0.26,56,clear sky
2025-02-25 21:33:49,-1.24,93,fog
2025-02-25 21:43:59,-1.24,93,fog
2025-02-25 21:54:11,-1.24,93,fog
2025-02-25 22:13:47,-0.51,45,clear sky
2025-02-25 22:32:40,-4.24,100,fog
2025-02-25 22:42:53,-4.24,100,fog
2025-02-25 22:52:55,-4.24,100,fog
2025-02-25 23:11:10,-4.24,100,fog
2025-02-25 23:26:51,-2.24,93,fog
2025-02-25 23:37:47,-2.24,93,fog
2025-02-25 23:48:08,-2.24,93,fog
2025-02-25 23:58:12,-2.24,93,fog
2025-02-26 01:49:20,3.76,60,haze
2025-02-26 02:43:36,4.76,45,haze
2025-02-26 03:13:54,4.76,45,haze
2025-02-26 03:39:04,6.76,26,clear sky
2025-02-26 03:50:22,6.76,26,clear sky
2025-02-26 04:00:56,6.76,26,clear sky
2025-02-26 04:29:53,7.76,17,clear sky
2025-02-26 04:46:17,7.76,17,clear sky
2025-02-26 04:56:20,7.76,17,clear sky
2025-02-26 05:18:52,7.76,21,clear sky
2025-02-26 05:35:22,7.76,21,clear sky
2025-02-26 05:45:06,7.76,21,clear sky
